1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
642,5495994,-2997,34713,-5.00003E+15,7890011,100.0,5517584,-99997,-15,8138986,3.26199E+16,43172962,2952014,9.77799E+15,2.47001E+16,1.01823E+16,80559965,311463,38184996
643,549599,-3.004E+16,34712982,-4.99994E+16,789002,9999972,55176,-100016,-1.63E+16,8.139E+15,3262005,43172981,295199,9777994,246998,1.01823E+16,80559971,3.11474E+16,38184983
644,5496023,-3.002E+16,34712991,-500014,7890003,9.99999E+15,5517606,-9.9981E+15,-158,8139001,3261985,43172978,2952004,9777996,2.47E+16,101822975,8.056E+15,311452,39234991
645,5.496E+16,-2995,34712977,-500001,7890011,10000001,5517585,-99998,-16,8138991,3262004,4.3173E+16,2952004,9778007,2469991,101822999,80559972,311448,39235006
646,5.49601E+16,-3025,34712992,-499998,7889999,10000004,5.5176E+16,-100007,-1.53E+16,8138979,3261999,4.3173E+16,2952001,9.77799E+15,2.47E+16,1.01823E+16,80559976,311465,3.7415E+16
647,5495997,-3023,34713,-500001,7890009,9999993,5.51759E+16,-9.9999E+15,-157,8139009,3.26199E+16,43172978,2951993,9.778E+15,2470007,101823002,80559973,311463,3.74149E+16
648,5496004,-2986,34712991,-500004,78.9,10000005,5517601,-100001,-148,8072997,3261996,4.3173E+16,2.952E+16,9777996,2470007,101823013,80559976,3.11471E+16,37414983
649,5495997,-2978,3.4713E+16,-500015,7890007,9999999,5.51758E+16,-99998,-146,8072989,3261998,4.31729E+16,2.95199E+16,9778012,24.7,10182299,8055997,311458,3.7415E+16
650,5495995,-2999,3.4713E+16,-500007,788999,10000018,5517601,-100016,-162,8073005,3262018,4.3173E+16,295201,9777996,2470019,1.01823E+16,8055996,311448,37414959
651,5495997,-2992,34713005,-4.99994E+16,7890001,10000005,551761,-99998,-1.63E+16,8073005,3261993,4.3173E+16,2952005,9.778E+15,2470016,101822995,80559966,311459,37414974
652,5.49601E+16,-2992,34712996,-499995,7890001,9999986,5.51759E+16,-100001,-15,8072999,3261978,43172968,2952,9778011,2470007,101823025,80559954,311444,37414986
653,5496011,-3003,3.4713E+16,-500016,7890005,999999,5517606,-10002,-176,8.07299E+15,3261992,43172962,2952005,9778,2469999,101823005,8055996,311461,37414997
654,5495998,-2998,34712997,-500026,7889999,10000001,5517589,-100006,-165,807301,3261992,43172975,2952004,9.77799E+15,2470008,101823,80559973,311457,39234975
655,549601,-2988,34712993,-500004,7890011,9999993,5517566,-9.9983E+15,-165,8073018,3261991,4.3173E+16,2951991,977799,2470016,101823006,80559965,311458,3923497
656,5284015,-3009,3.4713E+16,-5.00008E+16,7890006,1000001,5517586,-100005,-168,8072978,3.262E+16,43172975,295203,9778007,2.47001E+16,101823,80559978,311456,39234975
657,5284012,-2.993E+16,34712992,-50001,7889995,9999991,5.5176E+16,-99998,-155,8072984,3.26199E+16,43172958,2.95199E+16,9777977,24.7,101823,8.056E+15,311461,3923499
658,5.28398E+16,-2.994E+16,34712972,-50001,7890004,9999995,5517585,-99998,-18,8072999,3262012,43172958,2.95198E+16,9.778E+15,2469991,10182601,79743962,311445,39234994
659,5283984,-3.001E+16,34712994,-499993,7.88998E+15,9999999,55176,-99989,-16,807301,3261996,43082974,2.95199E+16,9777994,2470008,1.01826E+16,79743967,311462,39234989
660,5284004,-3.018E+16,34712965,-500005,7.88999E+15,1E+16,551759,-100003,-173,8072985,3262008,43082969,2951987,9.778E+15,2470016,101825994,79743984,311458,39234991
661,5.28399E+15,-3.001E+16,34713009,-499999,7890001,1E+16,5.51759E+16,-9.9993E+15,-1.54E+16,8073009,3262007,43082973,2952018,9778002,2469998,101825995,79743974,311453,39234988
662,5.284E+16,-3.014E+16,34713,-499989,7890001,1E+16,5517595,-99997,-157,8.07299E+15,3262021,4.3083E+16,2.95201E+16,9777985,2469996,1.01826E+16,79743957,3.11474E+16,39235001
663,5.48799E+15,-3023,3471298,-50001,788998,9999984,5517584,-99987,-18,8073002,3262005,43082971,295202,9.778E+15,2470006,101826006,79743962,311459,39234979
664,5.48801E+16,-2.996E+16,34712985,-500009,7889995,10000007,5.51759E+15,-99987,-151,8003998,3261994,43082995,2951993,9.77799E+15,2470008,101825984,7974398,3.11473E+16,39234976
665,5.48799E+16,-3.008E+16,34712992,-5.0,7.89001E+15,9999976,5.51759E+15,-100001,-1.67E+16,8004,3.26199E+16,43082967,2952015,9778002,2.47E+16,101825986,79743968,31146,37484982
666,5488004,-3.008E+16,34712969,-500004,7889995,10000004,5.51758E+16,-9.9999E+15,-1.53E+16,8004001,3.262E+16,43082969,2952003,9.77799E+15,2.46999E+16,101825975,79743975,3.11471E+16,37484981
667,548801,-2988,34712993,-500013,7889994,1E+16,5517606,-100016,-1.66E+16,8004008,3261994,43082987,2.95201E+16,9778002,2469996,101826004,79743961,311448,3748498
668,5487996,-3015,34712969,-500011,7.89001E+15,9999988,5.51758E+15,-9.9994E+15,-161,8003993,3262011,43082985,2952001,9777986,246998,1.01826E+16,80543966,311459,3961997
669,5.48801E+16,-2.989E+16,34713004,-500002,7889998,9999993,55176,-100004,-162,8003992,3246001,43082968,295201,9.77799E+15,2469998,101826006,8.0544E+15,311469,39619969
670,5488009,-299,34712979,-500004,7889989,10000007,5.51759E+16,-9.9994E+15,-145,8004012,3245994,4.3083E+16,2.95199E+16,9777999,2470007,1.01826E+16,80543966,311469,39619984
671,5488004,-301,3.4713E+16,-5.0,78.9,9999988,5.51759E+16,-9999,-159,8004001,3245988,4.3083E+16,2952003,9777999,2469991,101826004,8054397,311457,39619985
672,5487995,-3005,34712996,-499993,7.88999E+15,10000016,5.5176E+16,-100007,-16,8004004,3246011,4.3083E+16,2.952E+16,9778002,2470005,1.01826E+16,80543976,311469,39619986
673,5488,-2.993E+16,34712997,-4.99997E+15,7.88999E+15,9999995,5.51761E+16,-1.00008E+16,-1.66E+16,8003994,3245995,4308297,2952007,9.77799E+15,2.46999E+16,101826,80543955,311443,3.962E+16
674,5488001,-2986,3.4713E+16,-499982,7.88999E+15,100.0,5517586,-1.00002E+16,-173,8004006,3246007,43082988,2.952E+16,9.77799E+15,2469997,1.01826E+16,8.0544E+15,311453,39619986
675,5.488E+16,-2.991E+16,34713,-4.99994E+16,7890004,1000001,5517581,-1.00002E+16,-164,8003995,3246008,43082977,2952018,9777986,2470006,101825986,8.0544E+15,311458,39619965
676,5.488E+16,-2982,34712991,-50001,7890008,10000005,5517589,-99998,-162,8003989,3245993,4.3083E+16,2951991,9.77799E+15,2.46999E+16,1.01826E+16,80543962,311453,39619998
677,5487984,-3.006E+16,34712989,-499996,7889985,9999996,5.51759E+16,-1.0,-147,8004013,3245984,43082988,2952005,9777985,2470008,1.01826E+16,80543982,311478,39619978
678,5488,-2984,34712968,-500016,7.88999E+15,10000007,5.51759E+16,-9.9991E+15,-1.42E+16,8003999,3.246E+16,4308299,2952001,9777014,2.46999E+16,1.01826E+16,8054398,311459,37834983
679,5487999,-3,34712993,-50001,7889995,9999993,5517585,-100004,-164,8004001,3246021,43082999,2951985,9.77701E+15,2470001,1.01826E+16,8.0544E+15,3.11466E+16,37834999
680,5488009,-2.991E+16,34712979,-50002,78.9,9999999,5517612,-100024,-1.74E+16,8003999,3246004,43083,2952008,9776988,2470014,1.01826E+16,80543955,311453,37834989
681,5487986,-2.996E+16,34712994,-500005,7890007,10000015,5517612,-100015,-141,8.00398E+15,3245987,43082973,2.95199E+16,9776989,2.47001E+16,1.01826E+16,80543986,311453,3.7835E+16
682,5487992,-2997,34712978,-500026,7890001,100.0,5517585,-100022,-179,8.00399E+15,3246004,43082971,2952018,9777,2.47001E+16,101825995,8054397,311475,39724974
683,5487992,-2982,34712995,-5.00008E+16,7889997,1E+16,5517556,-9999,-159,8004009,3245998,4.3083E+16,2951993,9.77701E+15,2470025,101825993,80543964,311465,39724973
684,5487986,-2985,34712995,-499998,7889979,1000001,551759,-100011,-16,8003992,3.246E+16,4.3083E+16,2951997,977699,2469995,101826,80543982,311453,39724997
685,5487995,-3005,34712995,-500007,78.9,1000001,5517579,-9999,-148,8004005,3246,43082971,2952004,9776998,2.47001E+16,101825994,80543981,3.11451E+16,37169984
686,5488001,-2.994E+16,3.4713E+16,-500001,7889989,1E+16,5.51761E+16,-1.00002E+16,-156,8004016,3.24599E+16,4.3083E+16,2951991,9776977,2470009,101825992,81055987,311445,37169981
687,5487998,-2.991E+16,34712996,-500011,7889996,1E+16,5.5176E+16,-99995,-147,8003985,3246002,43082985,2951991,9.77698E+15,24.7,10182601,81055992,311458,37169995
688,5487996,-3.006E+16,3471298,-499988,7.89001E+15,1E+16,5517604,-9.9981E+15,-1.77E+16,8004007,3.24599E+16,4.3083E+16,2952011,9776991,2469988,101825997,8.1056E+15,311477,37169995
689,5.48801E+16,-3.004E+16,3.4713E+16,-500004,7889985,10000018,551759,-1.00008E+16,-155,8004012,3246001,43082988,2952017,9776988,2470017,101826004,81055998,311463,37169993
690,5288015,-2999,34712991,-5.00008E+16,7890001,1000001,5.51761E+16,-100011,-162,8003998,324601,4.3083E+16,2.95199E+16,9777006,2.46999E+16,1.01826E+16,8.1056E+15,311452,37169997
691,5288015,-3003,3.4713E+16,-499999,7890018,999997,5.51759E+15,-1.00002E+16,-161,8003996,3246014,4.3083E+16,2952017,9777009,2470016,101825993,8.024E+15,311468,37169997
692,5.28798E+16,-3.016E+16,34712994,-5.0,7890006,1E+16,55176,-100021,-159,8.00399E+15,3.246E+16,43082969,2952,9776999,2470006,1.01826E+16,80239983,311464,37169993
693,5287999,-3.001E+16,3.4713E+16,-5.00003E+15,7.88999E+15,9.99999E+15,551762,-9.9986E+15,-1.53E+16,800399,3.246E+16,43082992,2.952E+16,9776988,2470017,101825987,8.024E+15,311462,35629999
694,5.288E+16,-2984,3.4713E+16,-499987,789001,1E+16,5517584,-1.0,-1.69E+16,8003992,3.246E+16,43082985,2.952E+16,9777005,2470014,101825998,80239991,3.11474E+16,3562998
695,5.28799E+16,-2985,34713022,-499991,7890008,1E+16,5517595,-9.9996E+15,-162,8004006,3261005,43082968,2952005,9776997,2469991,101825999,80239977,311446,35630008
696,5287998,-2.994E+16,34713005,-5.00006E+16,7890007,1E+16,5517595,-100005,-1.66E+16,8004,3260989,43082973,2.95197E+16,9777,2.47E+16,101825997,80239972,311456,35629996
697,5.28801E+16,-301,34712997,-499989,7889992,1E+16,5517612,-1.00002E+16,-1.54E+16,8003984,3260986,43082967,2951985,9776999,2469999,1.01826E+16,80239978,311459,37589993
698,5287985,-2.981E+16,3.4713E+16,-500004,788999,10000018,5517589,-9.9993E+15,-1.53E+16,8.10299E+15,3260999,4.3083E+16,2951998,9776984,2470008,101826006,79839973,311456,37589995
699,5.288E+15,-2992,34712971,-499991,7889986,9999984,5.5176E+16,-100011,-16,8.103E+15,3261002,4.3083E+16,2.952E+16,9777015,2469996,101826004,7.984E+15,3.11454E+16,37589986
700,5.28799E+15,-2.993E+16,34712979,-500001,7890001,1E+16,5517595,-100006,-168,8103005,3260998,4308299,2952008,977699,2470009,101826001,79839981,311462,35314994
701,5403999,-3.002E+16,34712996,-499988,7.88999E+15,9.99999E+15,5.51758E+15,-99971,-16,8103001,3260991,43082992,2952015,9777002,2470007,1.01826E+16,79839957,311459,35314985
702,5404019,-3.001E+16,3.4713E+16,-500011,7889992,10000009,5.51761E+16,-9.9994E+15,-156,8102991,3260995,43082969,2951988,9777001,2470015,101825991,7.984E+15,3.11473E+16,35315009
703,5403994,-3.006E+16,34712979,-499991,7889998,1E+16,5517595,-9999,-1.77E+16,8103008,3.261E+16,43082987,295201,977698,2.46999E+16,101825993,7983998,311457,35314992
704,5404,-2992,34712982,-499998,7889997,1E+16,55176,-99989,-17,8102996,3261006,43082973,2951997,9776989,2469995,101826009,7.984E+15,311465,37729977
705,5404003,-2.994E+16,34712982,-500009,7889994,1E+16,5.5176E+16,-10001,-1.63E+16,8103,3261003,4.3083E+16,2951997,9777017,2469986,1.01826E+16,79839984,311464,37729987
706,5.40399E+16,-2998,3471298,-49999,789001,1E+16,551758,-99998,-1.78E+16,8.10298E+15,326099,4.3083E+16,2.95201E+16,9776992,2469991,10182599,79839962,3.11471E+16,37730001
707,5.40399E+15,-3013,3.4713E+16,-4.99997E+15,7889995,9999988,5.51759E+15,-1.00002E+16,-165,8103001,3260995,42992983,2.952E+16,9776987,2469995,101826005,7.984E+15,311456,37729982
708,5404003,-2.996E+16,34712997,-4.99994E+16,7890004,1000001,5517569,-100006,-172,8102995,3.261E+16,4.2993E+16,2951997,9776994,2469996,101826,79839972,31146,37729996
709,5403982,-2.987E+16,34712998,-5.0,7889995,9999984,5517595,-100001,-158,8103008,3261015,4299297,2951991,9777005,2469998,101825992,79839973,311482,3.5875E+16
710,5404002,-3.001E+16,34713006,-500002,7889996,9999993,5517606,-9998,-1.81E+16,8.10299E+15,3261,4299296,2952007,9777005,2.47E+16,1.01826E+16,7983996,3.11447E+16,35874994
711,5404008,-299,34712991,-5.00003E+15,7890004,1E+16,5.51758E+15,-99987,-17,8102983,3261006,42992973,2952024,977699,2469999,1.01826E+16,79839967,31146,35874982
712,5403995,-301,34712979,-500004,7890006,100.0,5.51759E+15,-9.9999E+15,-147,8.10299E+15,3.261E+16,4.2993E+16,2951998,9776998,2479992,1.01826E+16,79839975,31145,35875006
713,5404015,-3,34712991,-500014,7890011,9.99999E+15,5517595,-9.9986E+15,-1.66E+16,8103008,326101,4.2993E+16,2.95199E+16,9.77701E+15,2479983,101825997,79839976,311455,35874977
714,5404003,-2997,34712997,-499995,7889992,9999991,5.51759E+16,-100004,-1.53E+16,8103021,3260993,42992953,2.95201E+16,9776983,2480011,101826003,7.984E+15,311469,35874997
715,5.40401E+16,-2982,34713002,-499987,7889995,1E+16,5.51758E+16,-9.9991E+15,-161,8103,3260996,42992987,2.95199E+16,9777001,2480002,1.01826E+16,79839973,3.11447E+16,35874984
716,5403995,-2998,34713004,-500016,7889986,1E+16,551759,-9.9999E+15,-164,8.10301E+15,3260978,42992977,2.95199E+16,9776987,2480011,101826001,79839973,3.11451E+16,3.5875E+16
717,5.40401E+16,-2992,34712979,-499998,7890003,1000002,5517595,-99979,-165,8103007,3.26101E+16,4299298,2951975,977701,2480011,101826006,79839985,311463,35874972
718,5403997,-2998,3471299,-499988,7890004,10000009,55176,-99992,-1.69E+16,8102999,326099,42992978,2951988,9776995,2480005,1.01826E+16,79839976,311453,35874993
719,5.40401E+16,-2982,3.4713E+16,-499998,7889996,1E+16,551758,-9.9993E+15,-158,8103008,3261013,42992979,2952003,9.77701E+15,2.47999E+16,1.01826E+16,7983996,311468,35874978
720,540399,-2.996E+16,34712992,-499981,7890004,9.99999E+15,5.51759E+15,-1.00002E+16,-155,8118003,3261012,42992982,2.95199E+16,9776998,2480003,1.01826E+16,79839959,311448,35874989
721,5403975,-2985,34712986,-499995,7890002,10000005,5.51759E+16,-99992,-17,8118003,3261009,4.2993E+16,2951997,9777015,2480001,101825987,7.984E+15,311462,37660007
722,5184002,-3.006E+16,3.4713E+16,-500017,7890001,9999979,5517585,-9.9999E+15,-161,8117992,3260983,42992978,2.952E+16,9776995,2479993,101826005,79839973,311449,3.766E+16
723,5184008,-3007,34712989,-4.99997E+15,7889989,9999999,5.51759E+16,-100004,-1.54E+16,811799,3.26098E+16,42992978,2952004,977699,2.47999E+16,1.01826E+16,79839982,31147,3.766E+16
724,5184012,-3.002E+16,34712989,-499979,7890001,9999983,5.5176E+15,-100016,-186,8.11802E+15,3.26098E+16,42992976,2951998,9777001,2480007,101826003,7.896E+15,311448,3.766E+16
725,5184015,-3.004E+16,34712996,-500002,7890001,10000012,5517592,-9.9994E+15,-1.54E+16,8117989,3.261E+16,4.2993E+16,295198,977701,2479999,101826006,7895998,311455,39479991
726,5396001,-3003,3.4713E+16,-500002,7889996,1E+16,5517595,-100001,-1.74E+16,8118024,3.26101E+16,4.2993E+16,2952001,9776989,2479993,101826009,78960002,31145,39479982
727,5396005,-3005,34713006,-49999,7890007,9999999,5.5176E+16,-100006,-14,8.11798E+15,3.261E+16,4299298,2.95199E+16,9776991,2.47999E+16,1.01826E+16,7.896E+15,311463,37694977
728,5395995,-301,3.4713E+16,-499993,7890006,9999993,5.5176E+15,-100005,-1.42E+16,8117995,3260989,4.2993E+16,2951995,9776995,2479995,101826001,78959999,311452,3.7695E+16
729,5.396E+15,-2999,3.4713E+16,-500005,7889994,1E+16,5517598,-99997,-16,8117996,3261015,42992978,2951993,9776986,2479992,101826004,79791977,3.11454E+16,35909994
730,5596018,-2.994E+16,34712998,-500004,7889993,1E+16,5.5176E+16,-9.9993E+15,-158,8118005,3261011,42992981,2.952E+16,9776996,2480007,101826,7.9792E+15,311462,35909975
731,5595989,-3,34712991,-5.00003E+15,7890001,10000026,5517604,-100007,-16,8.11802E+15,3.261E+16,4.2993E+16,2952007,9777002,2479993,1.01826E+16,7.9792E+15,311458,35909996
732,5596018,-299,34712964,-500005,7889999,9999999,5.51762E+15,-99995,-17,8118013,3260982,4.2993E+16,2.95202E+16,9.77701E+15,2.47999E+16,101826004,8.0608E+15,311476,35910004
733,5.59601E+16,-2992,3.4713E+16,-500002,7889995,10000001,5517612,-100011,-1.53E+16,8118,3.261E+16,42992958,2.95201E+16,9777005,248001,10182601,80607962,311452,35909988
734,5.38799E+16,-2.996E+16,34712982,-5.00006E+16,7889994,1E+16,5517605,-99989,-16,8118011,326099,42992982,2952,9776998,2499989,101825999,80607974,3.11471E+16,35909992
735,5387986,-2.994E+16,34712997,-499999,788999,1E+16,5517601,-99997,-145,8118001,3234003,4.2993E+16,2952018,977699,2499993,1.01826E+16,8.0608E+15,31146,35909996
736,5.388E+15,-3.006E+16,34712993,-499999,7889998,10000009,5517604,-99997,-148,8117992,323399,42992998,2.95201E+16,9777006,2499982,101826001,80607978,311465,35909985
737,5.38798E+16,-2995,3.4713E+16,-499991,7.88999E+15,1E+16,551759,-9.9999E+15,-1.66E+16,8117999,3233999,4299298,2952008,9776991,2499992,101825994,8.0608E+15,311464,35909992
738,5387995,-2997,34713006,-499978,7890006,10000013,5.51759E+15,-100013,-16,8.11802E+15,3234,42992963,2.95199E+16,9776994,2499996,101825989,80607969,311439,3.591E+16
739,5387987,-2997,34712992,-49999,7.88999E+15,10000012,5.51759E+16,-100003,-1.42E+16,8045989,3234,42992982,2951995,9776993,2500008,101826,8060797,3.11466E+16,35909993
740,5387992,-3.001E+16,34712978,-499993,7.88998E+15,1E+16,5.51759E+15,-100003,-165,8045991,3.23399E+16,4.2993E+16,2952004,9777006,2500003,101826003,80607979,3.11466E+16,35909985
741,5387996,-3,34712985,-500002,7890011,9.99999E+15,5.51762E+16,-100011,-1.53E+16,8046002,3233998,4.2993E+16,2.952E+16,9776992,2500009,101825999,80047998,3.11447E+16,3769498
742,5387979,-2999,34712979,-499969,7.88999E+15,10000005,5.5176E+16,-1.00002E+16,-144,8046005,3233987,4.2993E+16,2952008,9776993,2.50001E+16,101825993,80047994,311442,37694984
743,5388006,-3.001E+16,34712984,-500019,7890003,1E+16,5517589,-100007,-1.67E+16,8045996,3.23401E+16,42992987,2953483,9.77701E+15,2499996,101825995,80048002,31145,37694993
744,5.38801E+16,-3.014E+16,34713009,-499987,7.88999E+15,10000009,5.51759E+16,-100022,-175,8045981,3233998,42992981,2.95351E+16,977701,2499999,101825994,80047985,31146,37694972
745,5388006,-2985,34712995,-4.99994E+16,7890007,9999978,5.51758E+16,-100003,-16,8046003,323399,42992963,295349,9777011,2500006,101825993,80047991,3.11887E+16,3.7695E+16
746,5387998,-3013,34712959,-500016,78.9,9999987,5517585,-99995,-158,8045999,3259018,42992983,2953503,9776993,2500009,101826003,79231992,311877,37694991
747,5387995,-2999,34712979,749998,7890001,1E+16,5517573,-100013,-149,8045982,3.25899E+16,4.2993E+16,2953507,9776999,2.5E+16,101825998,79231984,311865,37694973
748,5387986,-3.002E+16,34713,7.50014E+15,7890001,999998,5.51762E+16,-100007,-176,8046011,3259012,42992979,2953503,9776992,2500007,1.01826E+16,79231988,3.11893E+16,37694991
749,5.21599E+16,-3.006E+16,3.4713E+16,750017,7890009,9999985,5503205,-100004,-157,8045966,3259003,42992987,2953489,9776998,2499982,1.01826E+16,7923198,311855,3.9515E+16
750,5216,-3.006E+16,3471299,7.50004E+15,7.88998E+15,10000007,5.5032E+16,-100005,-146,8045994,3259002,42992998,2953507,9776994,2500009,1.01826E+16,79231974,311891,39514967
751,5.21601E+16,-3.008E+16,34712994,750002,7889999,9999999,5.50321E+16,-1.00008E+16,-1.53E+16,8045992,3.25899E+16,42893982,2.9535E+16,9776995,2500017,101825989,79231978,311879,39514972
752,5216022,-299,34712986,749994,7889995,9999999,5.50319E+16,-1.00002E+16,-156,8046,3259001,4.2894E+16,2.9535E+16,9776985,2500001,101825996,7.9232E+15,311898,3.9515E+16
753,5.416E+16,-2999,3.4713E+16,7.50003E+15,7889994,9999985,550318,-9.9996E+15,-148,8046001,3258988,42893999,29535,9.77702E+15,2500009,1.01826E+16,79231982,3.11893E+16,37729967
754,5.41601E+15,-2999,3.4713E+16,750012,7889998,1E+16,5503179,-99992,-1.52E+16,8045994,3259003,4.2894E+16,2953493,9776996,2500001,101825997,79231988,311892,3.773E+16
755,5.41601E+16,-3,3.4713E+16,749993,7890015,1E+16,5503199,-99987,-146,7995006,3258999,42894001,2953517,9777003,2.5E+16,1.01826E+16,79231978,311883,37730005
756,5416001,-298,3.4713E+16,74999,7890005,10000004,5.50318E+16,-100004,-1.63E+16,7995006,3258987,4289398,295349,9776994,2499995,101825991,7.9232E+15,3.11874E+16,3.773E+16
757,5416004,-2.991E+16,3.4713E+16,750002,78.9,9.99999E+15,5.50319E+16,-9.9999E+15,-16,7995006,3259005,42893998,2.95351E+16,9.777E+15,249999,101826006,79231975,311873,3.948E+16
758,5415993,-2997,3.4713E+16,7.5,789001,10000016,5.5032E+16,-1.00002E+16,-148,7995013,3258988,42894,295351,9776989,2500003,101825997,79231964,31188,39479977
759,5416004,-2976,34712998,7.5,789001,9999999,5.50321E+16,-100006,-165,7994997,3259004,42894004,2953489,9777003,2499996,1.01826E+16,80031978,311884,3947997
760,5.41599E+16,-3022,34712981,7.49986E+15,7889984,9999996,5.5032E+16,-1.00002E+16,-17,7995,3258992,4.2894E+16,2.9535E+16,9776995,25.0,1.01826E+16,80031974,311878,39479999
761,5.41599E+16,-3007,34712971,750006,7889998,1E+16,550319,-1.00012E+16,-155,7.995E+15,3258981,4.2894E+16,2.9535E+16,9.77701E+15,2499991,101826004,8003198,311896,39479978
762,5416007,-2.993E+16,3.4713E+16,7.50004E+15,7889986,1E+16,5503195,-99985,-1.54E+16,7.995E+15,3.25901E+16,42893983,2.95351E+16,9777,2499991,101825995,79231978,311869,39479986
